State,,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Boulder County, Colorado(6,8)",,380.5,370.9,390.3,1272,falling,-1.5,-1.9,-1.1
"Cherokee County, Georgia(7,8)",,508.4,495.4,521.6,1260,stable,0.2,-0.3,0.7
"Ingham County, Michigan(6,8)",,437.8 #  ,426.7,449.1,1259,falling,-1.1,-1.7,-0.5
"Baldwin County, Alabama(6,8)",,452.4,440.9,464.2,1257,stable,0.1,-0.4,0.6
"Gaston County, North Carolina(6,8)",,487.2,475,499.7,1256,stable,-0.2,-0.8,0.3
"Shasta County, California(7,8)",,505.3,492.3,518.6,1253,stable,-0.4,-0.8,0
"Hinds County, Mississippi(6,8)",,481.9,469.7,494.4,1241,stable,1.3,-2.3,5.1
"Frederick County, Maryland(6,8)",,449.1,437.6,460.7,1239,falling,-1.8,-2.7,-1
"Jefferson County, Missouri(6,8)",,483.7,471.3,496.4,1227,stable,-0.2,-0.8,0.4
"Linn County, Iowa(7,8)",,489.2,476.7,501.8,1226,rising,2.1,0.1,4.2
"Alachua County, Florida(6,8)",,464.9,452.9,477.1,1221,falling,-0.7,-1.2,-0.2
"New Hanover County, North Carolina(6,8)",,460.1,448.3,472.2,1219,stable,-0.1,-0.8,0.5
"Racine County, Wisconsin(6,8)",,509.8,496.6,523.2,1209,stable,0.4,-0.1,0.9
"Douglas County, Colorado(6,8)",,393.8,383.3,404.5,1207,falling,-1.3,-1.9,-0.8
"Butler County, Pennsylvania(6,8)",,490.4,477.6,503.4,1203,falling,-1.2,-2.2,-0.3
"Whatcom County, Washington(7,8)",,474.5,462.1,487.1,1198,stable,0.8,-1.5,3.3
"Rutherford County, Tennessee(6,8)",,447.2,435.6,459.1,1194,stable,-0.3,-0.7,0.1
"Loudoun County, Virginia(6,8)",,371.6,361.7,381.6,1190,falling,-1.7,-2.4,-1.1
"Smith County, Texas(6,8)",,453.6,441.9,465.6,1186,falling,-1.1,-1.6,-0.6
"Lubbock County, Texas(6,8)",,417.9,407.2,428.9,1185,falling,-1.6,-2.1,-1.1
"Clay County, Florida(6,8)",,508.7,495.4,522.3,1182,stable,-3.1,-9.3,3.6
"Beaver County, Pennsylvania(6,8)",,487.3,474.3,500.6,1181,stable,-0.1,-0.5,0.3
"Clay County, Missouri(6,8)",,463.5,451.5,475.7,1178,stable,-0.6,-1.3,0
"Lafayette Parish, Louisiana(7,8)",,485.9,473.2,498.9,1171,falling,-0.5,-1,-0.1
"Ottawa County, Michigan(6,8)",,386.8 #  ,376.7,397.1,1168,falling,-1.4,-2,-0.8
"Saginaw County, Michigan(6,8)",,455.4 #  ,443.4,467.7,1167,stable,0.6,-1.2,2.5
"Kalamazoo County, Michigan(6,8)",,414.5 #  ,403.7,425.6,1160,falling,-1.6,-2.5,-0.7
"Anderson County, South Carolina(6,8)",,464.9,452.7,477.4,1152,falling,-0.8,-1.2,-0.5
"Anchorage Borough, Alaska(6,8)",,433.1,421.2,445.2,1152,falling,-1.4,-1.7,-1.1
"Beaufort County, South Carolina(6,8)",,407.1,395.8,418.8,1147,falling,-1.8,-2.2,-1.3
"Benton County, Arkansas(6,8)",,440.7,429.2,452.3,1147,stable,0.6,0,1.2
"Ulster County, New York(7,8)",,469.1,456.6,481.9,1147,falling,-0.9,-1.3,-0.6
"El Dorado County, California(7,8)",,436.5,424.7,448.7,1145,falling,-0.9,-1.4,-0.5
"Clermont County, Ohio(6,8)",,474.5,461.9,487.3,1143,falling,-0.6,-1,-0.3
"Bay County, Florida(6,8)",,505.5,492.2,519.2,1137,stable,0.4,-0.4,1.1
"Davis County, Utah(7,8)",,410.1,399.2,421.1,1136,stable,-1.3,-2.5,0
"Jefferson County, Texas(6,8)",,399.1,388.5,409.8,1134,falling,-2.3,-2.7,-1.8
"Montgomery County, Alabama(6,8)",,447.9,436,460,1127,stable,0.4,-0.1,0.9
"Kent County, Rhode Island(6,8)",,506.5,492.8,520.4,1122,falling,-0.6,-0.9,-0.3
"Chesapeake City, Virginia(6,8)",,449.7,437.7,462.1,1116,stable,-0.4,-0.9,0.2
"Cleveland County, Oklahoma(6,8)",,409.5,398.6,420.7,1116,falling,-2,-2.9,-1.2
"Weld County, Colorado(6,8)",,401.2,390.4,412.2,1113,stable,-0.5,-1,0.1
"Warren County, Ohio(6,8)",,448.7,436.7,460.9,1110,falling,-0.8,-1.3,-0.2
"Clayton County, Georgia(7,8)",,483.9,470.2,498,1098,stable,0.2,0,0.4
"Middlesex County, Connecticut(7,8)",,479.5,466.4,493,1097,falling,-0.3,-0.4,-0.1
"Harrison County, Mississippi(6,8)",,494.5,481.2,508.1,1096,stable,0.1,-0.6,0.7
"Leon County, Florida(6,8)",,401.6,390.7,412.8,1094,falling,-1.2,-1.8,-0.7
"Peoria County, Illinois(6,8)",,494.8,481.4,508.5,1094,falling,-0.9,-1.3,-0.5
"Sullivan County, Tennessee(6,8)",,477,463.9,490.4,1087,stable,0.3,-0.2,0.9
"Calcasieu Parish, Louisiana(7,8)",,486.8,473.6,500.2,1087,falling,-0.7,-1,-0.3
"McLennan County, Texas(6,8)",,414.7,403.5,426.2,1081,falling,-1.6,-2,-1.2
"Kent County, Delaware(6,8)",,518.3,504.2,532.7,1067,falling,-1.3,-2.1,-0.4
"Medina County, Ohio(6,8)",,482.2,469,495.8,1065,stable,-0.2,-0.6,0.2
"Deschutes County, Oregon(6,8)",,450.8,438.2,463.6,1064,falling,-1.2,-1.7,-0.7
"Okaloosa County, Florida(6,8)",,451.3,438.9,464,1044,falling,-1.2,-1.7,-0.7
"Union County, North Carolina(6,8)",,460.8,448,473.9,1042,stable,-0.1,-0.7,0.5
"Norfolk City, Virginia(6,8)",,473.3,460.1,486.7,1042,stable,0.4,0,0.8
"Vanderburgh County, Indiana(6,8)",,471.6,458.5,485,1040,stable,0.4,-0.1,0.9
"Davidson County, North Carolina(6,8)",,490.5,476.9,504.4,1039,stable,0.3,-0.1,0.7
"Hall County, Georgia(7,8)",,498.4,484.7,512.3,1036,stable,-0.1,-0.6,0.3
"Monroe County, Pennsylvania(6,8)",,486.8,473.1,500.8,1035,stable,-0.4,-0.9,0.1
"Schuylkill County, Pennsylvania(6,8)",,504.7,490.6,519.3,1030,stable,0.1,-0.3,0.4
"Henry County, Georgia(7,8)",,485.8,472,499.8,1030,falling,-0.6,-1,-0.1
"Hawaii County, Hawaii(7,8)",,380.7,369.7,392,1025,falling,-1.2,-1.7,-0.7
"Rensselaer County, New York(7,8)",,521.6,507,536.6,1025,falling,-1.2,-1.8,-0.5
"Carroll County, Maryland(6,8)",,490.4,476.6,504.5,1022,stable,-0.2,-0.5,0.1
"Forsyth County, Georgia(7,8)",,501.8,487.6,516.3,1014,stable,-0.2,-0.6,0.2
"Richmond City, Virginia(6,8)",,444.3,431.7,457.3,1014,falling,-2.4,-3,-1.9
"Richmond County, Georgia(7,8)",,469.7,456.4,483.2,1007,stable,1.1,-1.7,4
"Penobscot County, Maine(6,8)",,508.6,494.1,523.4,1004,stable,1.6,-1.2,4.4
"Brunswick County, North Carolina(6,8)",,466.4,451.9,481.4,1002,rising,0.8,0.3,1.3
"Cabarrus County, North Carolina(6,8)",,479.7,466.2,493.4,998,falling,-1.6,-2.4,-0.9
"Licking County, Ohio(6,8)",,478.4,464.9,492.2,996,stable,-0.1,-0.8,0.7
"Minnehaha County, South Dakota(6,8)",,532.9,517.7,548.6,985,stable,-0.2,-0.9,0.4
"Muscogee County, Georgia(7,8)",,484.7,471,498.7,984,stable,1.5,-1.4,4.5
"Yakima County, Washington(6,8)",,387.5,376.5,398.7,979,falling,-1.3,-1.8,-0.7
"Williamson County, Tennessee(6,8)",,435.3,422.7,448.2,973,falling,-1.1,-1.9,-0.3
"Scott County, Iowa(7,8)",,483.9,470.1,498.1,971,falling,-1.2,-2.1,-0.2
"St. Clair County, Michigan(6,8)",,458.9 #  ,445.6,472.5,969,stable,2.8,-2.8,8.7
"Livingston County, Michigan(6,8)",,420.6 #  ,408.3,433.1,969,stable,-0.8,-1.6,0
"Shelby County, Alabama(6,8)",,416.1,404.1,428.3,968,falling,-1,-1.6,-0.5
"Alamance County, North Carolina(6,8)",,494,479.9,508.5,962,stable,-0.1,-0.6,0.4
"Yellowstone County, Montana(6,8)",,510,495.2,525.1,962,rising,4.7,0.4,9.1
"Berkeley County, South Carolina(6,8)",,452.7,439.5,466.2,960,stable,-3.9,-8.1,0.4
"Sumner County, Tennessee(6,8)",,462.6,449.3,476.2,959,falling,-0.8,-1.2,-0.3
"Elkhart County, Indiana(6,8)",,436.6,424.1,449.4,956,falling,-0.4,-0.7,-0.1
"Berrien County, Michigan(6,8)",,453.5 #  ,440.2,467,953,falling,-1.5,-2.1,-0.8
"Iredell County, North Carolina(6,8)",,474.5,460.8,488.5,952,falling,-1.5,-2.4,-0.6
"Cambria County, Pennsylvania(6,8)",,475.4,461.2,490,952,falling,-0.7,-1.2,-0.3
"Canyon County, Idaho(7,8)",,462.6,449.3,476.2,952,stable,-0.1,-0.6,0.5
"Merrimack County, New Hampshire(6,8)",,493.4,478.8,508.2,947,falling,-0.7,-1,-0.3
"Rock County, Wisconsin(6,8)",,484.3,470.3,498.7,944,stable,0,-0.6,0.6
"Washington County, Arkansas(6,8)",,459.6,446.4,473.2,943,rising,1.1,0.4,1.7
"Muskegon County, Michigan(6,8)",,444.6 #  ,431.6,457.9,942,falling,-1.7,-2.3,-1
"Chautauqua County, New York(7,8)",,529,513.3,545.1,937,stable,0.1,-0.4,0.5
"Johnston County, North Carolina(6,8)",,474.2,460.3,488.4,937,stable,0,-0.4,0.5
"Schenectady County, New York(7,8)",,483.6,469.4,498.2,936,stable,-0.4,-0.9,0.2
"Sussex County, New Jersey(7,8)",,510.3,495,526,932,falling,-0.8,-1.2,-0.4
"Kootenai County, Idaho(7,8)",,488.9,474.5,503.6,930,falling,-0.5,-0.9,-0.1
"Outagamie County, Wisconsin(6,8)",,451.1,438,464.6,929,stable,-0.5,-1,0
"Flagler County, Florida(6,8)",,494.4,478.8,510.6,929,falling,-0.8,-1.6,-0.1
"Merced County, California(7,8)",,390.2,378.9,401.7,928,falling,-1,-1.4,-0.6
"Randolph County, North Carolina(6,8)",,513,498,528.4,926,stable,0.2,-0.5,0.8
"Catawba County, North Carolina(6,8)",,465.1,451.4,479.1,922,stable,-3,-7.7,2
"Dona Ana County, New Mexico(7,8)",,400.9,389.2,413,921,rising,0.7,0.1,1.4
"Fayette County, Pennsylvania(6,8)",,480.9,466.5,495.7,919,falling,-0.6,-1.1,-0.1
"Santa Rosa County, Florida(6,8)",,466.2,452.5,480.3,918,stable,-0.3,-1,0.4
"Winnebago County, Wisconsin(6,8)",,455.7,442.3,469.5,915,falling,-0.8,-1.4,-0.2
"Porter County, Indiana(6,8)",,460.2,446.6,474.2,913,falling,-0.9,-1.4,-0.4
"Delaware County, Ohio(6,8)",,450.5,437.1,464.2,911,falling,-0.9,-1.4,-0.4
"Tuscaloosa County, Alabama(6,8)",,441.3,428.2,454.7,905,falling,-1.9,-2.7,-1
"Kenton County, Kentucky(7,8)",,504,489.1,519.4,905,stable,0.2,-5.2,5.8
"Portage County, Ohio(6,8)",,473.7,459.5,488.2,905,stable,0.1,-0.5,0.6
"Kenosha County, Wisconsin(6,8)",,489.1,474.5,504,900,stable,0,-0.5,0.5
"Cumberland County, New Jersey(7,8)",,512,496.9,527.5,895,stable,0.1,-0.4,0.5
"Weber County, Utah(7,8)",,390.7,379.1,402.5,893,falling,-1.5,-2.9,-0.1
"Aiken County, South Carolina(6,8)",,411.8,399.4,424.6,891,stable,-0.6,-1.2,0.1
"Washington County, Maryland(6,8)",,479.2,465,493.8,888,stable,-0.2,-0.7,0.2
"Jackson County, Michigan(6,8)",,441.4 #  ,428.1,455,888,stable,-7.2,-14.6,1
"Rowan County, North Carolina(6,8)",,501.6,486.5,517,881,falling,-1.3,-2.2,-0.4
"Cape May County, New Jersey(7,8)",,564.6,546.7,583.1,881,stable,-0.2,-0.6,0.2
"Bibb County, Georgia(7,8)",,503.1,488,518.6,880,stable,-0.3,-0.6,0.1
"Rock Island County, Illinois(6,8)",,459.6,445.6,473.9,875,falling,-0.8,-1.3,-0.2
"Franklin County, Pennsylvania(6,8)",,431.1,418,444.5,871,falling,-2.1,-3,-1.1
"Benton County, Washington(6,8)",,419.5,406.8,432.5,870,falling,-1.4,-1.9,-0.9
"Tazewell County, Illinois(6,8)",,501.3,486.1,516.9,870,falling,-0.7,-1.1,-0.2
"Clark County, Ohio(6,8)",,485.4,470.6,500.7,868,stable,0.3,-0.3,0.8
"Yuma County, Arizona(6,8)",,354.3,343.5,365.3,866,falling,-0.8,-1.4,-0.2
"Greene County, Ohio(6,8)",,431.9,418.7,445.4,865,falling,-0.7,-1.3,-0.1
"Champaign County, Illinois(6,8)",,441.8,428.4,455.6,863,stable,0.5,-0.9,1.9
"Pueblo County, Colorado(6,8)",,415.2,402.5,428.2,861,falling,-1.6,-2.2,-0.9
"Lebanon County, Pennsylvania(6,8)",,467.3,452.9,482,855,stable,-0.2,-0.8,0.3
"Berkshire County, Massachusetts(7,8)",,438.8,424.9,453.1,849,stable,-0.1,-1.6,1.4
"Blair County, Pennsylvania(6,8)",,485.6,470.5,501.2,849,stable,0.1,-0.4,0.6
"Washington County, Rhode Island(6,8)",,486.7,471.3,502.5,847,falling,-1.5,-2,-0.9
"Ouachita Parish, Louisiana(7,8)",,494,478.9,509.5,842,stable,-0.1,-0.6,0.3
"Maui County, Hawaii(7,8)",,411.3,398.5,424.5,837,stable,0,-0.4,0.4
"Henderson County, North Carolina(6,8)",,457.3,442.7,472.4,836,falling,-0.7,-1.3,-0.2
"Washington County, Wisconsin(6,8)",,483.6,468.6,499,831,stable,-0.2,-0.6,0.1
"Highlands County, Florida(6,8)",,434.4,418.7,450.5,831,falling,-0.8,-1.3,-0.2
"Blount County, Tennessee(6,8)",,479.8,464.8,495.2,828,falling,-1.1,-1.9,-0.3
"Mercer County, Pennsylvania(6,8)",,500.5,484.6,516.9,819,stable,-0.4,-0.8,0.1
"Johnson County, Texas(6,8)",,463.3,448.8,478.2,812,stable,-0.4,-1,0.1
"Newport News City, Virginia(6,8)",,444.9,431.1,459.1,811,falling,-0.7,-1.3,-0.1
"Washington County, Utah(7,8)",,401,388.1,414.3,810,stable,0,-0.3,0.3
"Fairfield County, Ohio(6,8)",,457.1,442.8,471.7,809,stable,-0.5,-1.1,0.2
"DeSoto County, Mississippi(6,8)",,458.1,443.7,472.8,807,rising,0.8,0.1,1.5
"Yolo County, California(7,8)",,403.6,391,416.5,806,falling,-1,-1.5,-0.6
"Chittenden County, Vermont(6,8)",,449.7,435.4,464.3,803,falling,-0.9,-1.5,-0.4
"Hunterdon County, New Jersey(7,8)",,475.1,459.6,491,794,stable,-0.4,-0.9,0.1
"Skagit County, Washington(7,8)",,479.1,463.8,494.9,794,falling,-1,-1.7,-0.3
"Tolland County, Connecticut(7,8)",,455.6,441.1,470.5,794,falling,-1,-1.4,-0.6
"Napa County, California(7,8)",,432.2,418.5,446.3,794,falling,-3.3,-4.6,-2
"Mesa County, Colorado(6,8)",,414.5,401.2,428.1,792,falling,-1.5,-2.1,-0.8
"Johnson County, Indiana(6,8)",,478.9,463.9,494.4,789,stable,1.6,-0.1,3.4
"Madison County, Indiana(6,8)",,478.5,463.3,494.1,788,stable,-0.4,-0.9,0.2
"Macon County, Illinois(6,8)",,545.2,527.6,563.3,786,stable,-0.4,-0.9,0
"Florence County, South Carolina(6,8)",,467.5,452.5,482.8,778,stable,-1.4,-4.1,1.4
"Oswego County, New York(7,8)",,541.3,523.9,559.2,776,stable,-0.3,-0.8,0.2
"Hendricks County, Indiana(6,8)",,461.8,447,476.9,772,falling,-1.1,-1.6,-0.6
"Kennebec County, Maine(6,8)",,462.6,447.5,478.1,772,falling,-1.1,-1.7,-0.4
"Sarpy County, Nebraska(6,8)",,470.3,455.2,485.8,771,falling,-0.8,-1.4,-0.3
"Marathon County, Wisconsin(6,8)",,452.9,438.3,467.9,770,falling,-1.7,-2.3,-1.2
"McLean County, Illinois(6,8)",,451.5,437,466.3,769,falling,-3.7,-7.1,-0.2
"Hampshire County, Massachusetts(7,8)",,408.2,394.7,422,767,falling,-1.5,-2,-1.1
"Richland County, Ohio(6,8)",,466.1,450.9,481.7,762,stable,0,-0.5,0.4
"Jackson County, Mississippi(6,8)",,459.8,445,475,762,stable,0.7,-2.8,4.3
"Rankin County, Mississippi(6,8)",,452.4,437.8,467.3,759,falling,-1.9,-3.5,-0.4
"Washington County, Tennessee(6,8)",,475.1,459.7,490.9,759,rising,1.4,0.7,2.1
"Cass County, North Dakota(6,8)",,480.7,465,496.7,757,falling,-0.8,-1.2,-0.4
"Grayson County, Texas(6,8)",,470.9,455.6,486.7,754,falling,-0.5,-1,-0.1
"Lycoming County, Pennsylvania(6,8)",,496.3,479.9,513.1,754,stable,-1.3,-2.9,0.3
"Monroe County, Michigan(6,8)",,390.7 #  ,377.9,403.8,752,stable,-0.6,-2,0.9
"La Salle County, Illinois(6,8)",,506.6,490,523.6,750,stable,-0.5,-1,0.1
"Ontario County, New York(7,8)",,504.4,487.6,521.5,748,stable,-0.1,-0.6,0.3
"Ellis County, Texas(6,8)",,444.9,430.3,459.9,743,falling,-0.8,-1.2,-0.4
"Black Hawk County, Iowa(7,8)",,488.9,472.7,505.5,742,falling,-0.3,-0.5,-0.1
"Rapides Parish, Louisiana(7,8)",,477.7,462.1,493.7,742,stable,-0.3,-0.7,0.2
"Dorchester County, South Carolina(6,8)",,458.9,443.7,474.4,739,falling,-1.9,-2.6,-1.3
"Pitt County, North Carolina(6,8)",,430,415.8,444.4,737,falling,-1.2,-1.7,-0.7
"Garland County, Arkansas(6,8)",,495.7,478.9,513.1,733,stable,0,-0.5,0.6
"Onslow County, North Carolina(6,8)",,530.3,512.8,548.2,726,stable,0.5,0,1
"Houston County, Georgia(7,8)",,474.5,458.8,490.6,723,stable,2.3,-0.3,4.9
"Charles County, Maryland(6,8)",,446.8,431.8,462.3,714,stable,-0.5,-1.2,0.2
"Douglas County, Oregon(6,8)",,412.5,398,427.4,714,falling,-8.2,-15.6,-0.2
"Humboldt County, California(7,8)",,428.2,413.6,443.2,712,falling,-1.4,-1.8,-0.9
"Arlington County, Virginia(6,8)",,351.5,339.5,363.7,710,falling,-1.8,-2.6,-0.9
"Wayne County, North Carolina(6,8)",,487.4,471.1,504.1,710,stable,0.1,-0.7,0.9
"Morgan County, Alabama(6,8)",,477.2,461.3,493.6,708,rising,3.6,0.6,6.7
"Saline County, Arkansas(6,8)",,491.9,475.5,508.8,708,stable,-0.1,-0.5,0.2
"Windham County, Connecticut(7,8)",,494.8,478.1,512,708,stable,-0.2,-0.5,0.1
"Warren County, New Jersey(7,8)",,506.4,489.3,524.1,706,falling,-0.8,-1.3,-0.2
"Santa Fe County, New Mexico(7,8)",,321.9,310.7,333.4,705,falling,-3.5,-4.6,-2.4
"Hampton City, Virginia(6,8)",,454.1,438.8,469.8,705,stable,-5.9,-11.9,0.5
"Strafford County, New Hampshire(6,8)",,497.6,480.8,514.8,703,stable,-0.4,-1.1,0.2
"Moore County, North Carolina(6,8)",,479.8,463,497.2,699,stable,-0.5,-1.4,0.5
"Coweta County, Georgia(7,8)",,467.2,451.3,483.6,690,stable,0,-0.5,0.4
"Calhoun County, Michigan(6,8)",,406.4 #  ,392.5,420.6,689,falling,-1.9,-2.8,-1
"Linn County, Oregon(6,8)",,433.7,418.9,449,689,falling,-1,-1.7,-0.4
"Boone County, Missouri(6,8)",,433.7,418.9,448.9,688,falling,-0.9,-1.6,-0.3
"Sheboygan County, Wisconsin(6,8)",,467.4,451.5,483.8,687,falling,-1.6,-2.5,-0.7
"Centre County, Pennsylvania(6,8)",,421.5,407.2,436.2,686,falling,-0.8,-1.5,-0.1
"Sandoval County, New Mexico(7,8)",,406.2,392.2,420.5,685,falling,-1,-1.6,-0.4
"Webb County, Texas(6,8)",,328.7,317.6,340.2,685,falling,-1.2,-1.7,-0.7
"Hays County, Texas(6,8)",,401.3,387.4,415.5,683,stable,1.7,-2.6,6.3
"Montgomery County, Tennessee(6,8)",,444.4,429.1,460.1,682,stable,-0.4,-1.1,0.2
"Pickens County, South Carolina(6,8)",,481.8,465.3,498.8,681,stable,-0.2,-0.6,0.3
"Imperial County, California(7,8)",,391.5,378.3,405,681,stable,-0.5,-1,0
"Sebastian County, Arkansas(6,8)",,464.4,448.7,480.7,680,stable,0.5,-0.1,1.2
"Wilson County, Tennessee(6,8)",,446.1,430.8,461.8,680,falling,-2,-2.9,-1
"Parker County, Texas(6,8)",,455.9,440.2,472.1,679,falling,-0.7,-1.2,-0.3
"Tippecanoe County, Indiana(6,8)",,417.8,403.5,432.5,675,falling,-1.5,-2.1,-0.9
"Rockingham County, North Carolina(6,8)",,519.9,501.8,538.4,674,stable,0.2,-0.3,0.7
"Gregg County, Texas(6,8)",,488.9,472.2,506,674,stable,1.8,-0.2,3.9
"Adams County, Pennsylvania(6,8)",,481.7,465,499,672,stable,-0.4,-1,0.2
"Guadalupe County, Texas(6,8)",,420.4,406,435.1,671,falling,-1.3,-1.8,-0.9
"Bay County, Michigan(6,8)",,465.2 #  ,449,481.9,671,stable,-0.4,-1.2,0.3
"Calhoun County, Alabama(6,8)",,464.3,448.3,480.8,670,stable,0,-0.5,0.6
"Kankakee County, Illinois(6,8)",,503.7,486.3,521.5,668,stable,-0.5,-1.2,0.2
"Paulding County, Georgia(7,8)",,484,466.9,501.6,668,stable,-0.5,-1,0.1
"Nevada County, California(7,8)",,405.7,390.8,421.1,667,falling,-2.2,-3.1,-1.4
"Flathead County, Montana(6,8)",,522.5,504.1,541.5,667,stable,0.2,-0.4,0.8
"Cochise County, Arizona(6,8)",,374,360.8,387.6,664,falling,-0.9,-1.5,-0.2
"LaPorte County, Indiana(6,8)",,474.1,457.7,491.1,662,stable,-0.2,-0.7,0.3
"Northumberland County, Pennsylvania(6,8)",,497.1,479.5,515.1,661,stable,0.2,-0.2,0.6
"Wood County, Ohio(6,8)",,461.4,445.3,477.9,661,stable,0.3,-0.3,1
"Comal County, Texas(6,8)",,394.7,380.8,408.9,660,falling,-2,-2.6,-1.4
"Livingston Parish, Louisiana(7,8)",,470.3,453.9,487.1,660,falling,-0.8,-1.2,-0.4
"Fayette County, Georgia(7,8)",,465.4,448.8,482.4,658,stable,-0.4,-1,0.2
"Androscoggin County, Maine(6,8)",,485.7,468.8,503.1,657,falling,-1,-1.5,-0.4
"Clark County, Indiana(6,8)",,488,471,505.5,654,falling,-0.7,-1.2,-0.2
"St. Lawrence County, New York(7,8)",,479.7,462.9,496.9,653,falling,-1.1,-1.5,-0.6
"Daviess County, Kentucky(7,8)",,529.3,510.9,548.3,652,stable,0.3,-0.3,0.9
"Clallam County, Washington(7,8)",,501.1,482.1,520.7,651,stable,-0.1,-0.4,0.2
"Wichita County, Texas(6,8)",,452,436.2,468.2,647,stable,1.5,-0.4,3.3
"Tangipahoa Parish, Louisiana(7,8)",,467,450.5,483.9,647,stable,-0.4,-0.9,0.1
"Douglas County, Georgia(7,8)",,474.2,457.2,491.7,644,stable,-0.5,-1.1,0
"Craven County, North Carolina(6,8)",,498.4,480.7,516.6,643,stable,-0.6,-1.2,0
"Putnam County, New York(7,8)",,509.7,491.6,528.4,642,falling,-0.9,-1.3,-0.6
"Lawrence County, Pennsylvania(6,8)",,501.1,482.9,519.9,640,stable,-0.3,-0.9,0.4
"Jasper County, Missouri(6,8)",,478,461.3,495.2,640,stable,0.5,-0.5,1.5
"Columbiana County, Ohio(6,8)",,442.6,426.7,458.9,639,falling,-0.8,-1.2,-0.3
"Cleveland County, North Carolina(6,8)",,503.9,486,522.3,638,rising,0.7,0.2,1.1
"Robeson County, North Carolina(6,8)",,428.9,413.7,444.5,638,stable,3,-2.1,8.4
"Orange County, North Carolina(6,8)",,440.5,424.8,456.6,638,falling,-1,-1.5,-0.5
"Steuben County, New York(7,8)",,485.5,468.2,503.4,637,falling,-0.9,-1.4,-0.4
"Wayne County, New York(7,8)",,530.4,511.5,549.8,637,stable,0.1,-0.5,0.7
"Madera County, California(7,8)",,402.3,388.2,416.7,637,falling,-0.6,-1.2,-0.1
"Sevier County, Tennessee(6,8)",,493.5,475.8,511.6,635,stable,0.4,-0.5,1.3
"Etowah County, Alabama(6,8)",,469.7,453.1,486.9,635,stable,0,-0.6,0.6
"Cecil County, Maryland(6,8)",,531.8,512.8,551.3,635,rising,0.8,0.1,1.5
"Boone County, Kentucky(7,8)",,480.8,463.7,498.4,634,falling,-0.4,-0.8,-0.1
"Cabell County, West Virginia(6,8)",,524.2,505.5,543.5,632,stable,0.1,-0.5,0.8
"Taylor County, Texas(6,8)",,438.8,423.3,454.7,632,stable,0,-0.5,0.5
"Franklin County, Missouri(6,8)",,495.1,477.5,513.3,632,stable,-0.1,-0.7,0.4
"Nassau County, Florida(6,8)",,557.5,537.2,578.4,632,stable,0.6,-0.2,1.5
"Delaware County, Indiana(6,8)",,459,442.6,475.8,630,stable,-0.7,-1.4,0
"Jefferson County, New York(7,8)",,551.5,532,571.5,628,stable,0.1,-0.4,0.6
"Fond du Lac County, Wisconsin(6,8)",,474.4,457.4,491.9,628,falling,-0.7,-1.1,-0.2
"Wayne County, Ohio(6,8)",,437.1,421.5,453.1,627,stable,-0.2,-0.6,0.3
"Spotsylvania County, Virginia(6,8)",,451.5,435.3,468.1,626,falling,-1.5,-2.1,-0.8
"Josephine County, Oregon(6,8)",,446.6,429.8,464.1,623,falling,-1,-1.7,-0.2
"Wicomico County, Maryland(6,8)",,537.5,518.2,557.3,622,stable,0.5,-0.3,1.2
"Walworth County, Wisconsin(6,8)",,491.1,473.4,509.3,621,stable,-3.2,-6.7,0.4
"Eaton County, Michigan(6,8)",,445.4 #  ,429.2,462,620,falling,-1.1,-1.7,-0.4
"Terrebonne Parish, Louisiana(7,8)",,509.3,491.2,528,620,rising,0.6,0.2,1
"Bossier Parish, Louisiana(7,8)",,464.1,447.6,481,617,falling,-0.7,-1.2,-0.3
"Cowlitz County, Washington(6,8)",,451.4,435,468.4,617,falling,-0.9,-1.5,-0.3
"Hardin County, Kentucky(7,8)",,535.4,516.3,555.1,614,stable,-0.2,-0.6,0.1
"Randall County, Texas(6,8)",,427.7,412.4,443.4,614,falling,-1.3,-1.7,-0.8
"Allen County, Ohio(6,8)",,477.1,459.8,495,612,stable,0.1,-0.3,0.5
"Columbia County, Georgia(7,8)",,408.3,393.6,423.5,611,falling,-0.9,-1.4,-0.3
"Harnett County, North Carolina(6,8)",,490.9,473.3,509,609,stable,0.1,-0.4,0.6
"Hanover County, Virginia(6,8)",,463.6,446.7,480.9,608,stable,-0.7,-1.4,0
"Berkeley County, West Virginia(6,8)",,485.2,467.5,503.4,608,stable,-0.6,-1.2,0
"Miami County, Ohio(6,8)",,446.4,430.1,463.2,603,stable,0,-0.7,0.7
"Johnson County, Iowa(7,8)",,473.1,455.8,490.9,603,falling,-0.7,-1.1,-0.2
"Grand Traverse County, Michigan(6,8)",,492.8 #  ,474.7,511.5,602,falling,-1.2,-1.8,-0.6
"La Crosse County, Wisconsin(6,8)",,442.8,426.6,459.4,600,falling,-1.3,-1.6,-1
"Sumter County, South Carolina(6,8)",,480.9,463.5,498.9,599,stable,-0.3,-1.1,0.4
"Chemung County, New York(7,8)",,529.8,510.3,549.9,597,stable,-0.5,-1,0
"Dubuque County, Iowa(7,8)",,496.1,477.9,514.9,595,falling,-0.3,-0.5,-0.1
